# This is the header for the file
0.6773780217 , 0.1501325322
0.8392351208 , 0.4941355477
0.6354987028 , 0.6573539991
0.3857210639 , 0.8527803538
0.3028312403 , 0.7445547287
0.9853411980 , 0.5943529380
0.7999572461 , 0.7307367905
0.1285569101 , 0.1338526749
0.5545897985 , 0.8496860192
0.4561910971 , 0.4547832636
0.8909424723 , 0.4302531593
0.9090707924 , 0.9201564744
0.3267199712 , 0.7289197145
0.7210294092 , 0.7921890335
0.1926577660 , 0.7975512104
0.7294261934 , 0.6245218336
0.7979815771 , 0.5597325098
0.0441135189 , 0.7781837313
0.2749129516 , 0.9162090220
0.1687763643 , 0.2296273789
0.7489540753 , 0.7409871806
0.4378078101 , 0.1339182131
0.7343487261 , 0.6537390046
0.1848363406 , 0.8597087015
0.0794843013 , 0.5312350543
0.5698428125 , 0.5679045982
0.4857834873 , 0.3124022637
0.2326811545 , 0.3588455323
0.5184041025 , 0.5315468995
0.6132730065 , 0.0884894615
0.4219368804 , 0.5872645702
0.5128718073 , 0.4424627034
0.6261854328 , 0.0181977116
0.5073220661 , 0.9352533040
0.0552728227 , 0.4286440606
0.1482795772 , 0.1724842367
0.4743226991 , 0.0890187420
0.4838471890 , 0.0140960875
0.6530455064 , 0.9506512779
0.9832942646 , 0.8332805819
0.1650372782 , 0.4061703337
0.3439620493 , 0.9095900862
0.1276432509 , 0.1050913005
0.7235253580 , 0.5291281932
0.8652358792 , 0.1200301675
0.3978812346 , 0.5865844392
0.3537603138 , 0.0212251706
0.4353066809 , 0.6147521948
0.6342694903 , 0.9767983299
0.5956408243 , 0.7792574228
0.9491233973 , 0.1850222568
0.9837948833 , 0.1554919002
0.2576914878 , 0.2389163475
0.4977653443 , 0.6398994683
0.9472304726 , 0.5909954406
0.3123208617 , 0.8896036378
0.2242111602 , 0.8265164199
0.1562118831 , 0.9647477789
0.5545514022 , 0.5066634323
0.3007131578 , 0.4621931898
0.0568894969 , 0.6566816271
0.0121416749 , 0.5241842026
0.4843615092 , 0.9124638441
0.6424749544 , 0.6385586571
0.5774064319 , 0.6766893622
0.0400731208 , 0.0426905440
0.0532541663 , 0.2928889713
0.5202250833 , 0.0484692531
0.2066015851 , 0.9046957508
0.5354936493 , 0.1619041762
0.4225648418 , 0.5455983204
0.2541312098 , 0.3828295383
0.8049624428 , 0.7153436000
0.4891861018 , 0.4401897246
0.0110717648 , 0.9986481531
0.4950654376 , 0.6489735179
0.1812927545 , 0.4099689622
0.4656685528 , 0.3904683284
0.5772446723 , 0.3791305177
0.7833350140 , 0.0084937054
0.8733311606 , 0.1114286142
0.8986539998 , 0.6632443848
0.9242932716 , 0.3167034627
0.7943797498 , 0.9401319076
0.7205290888 , 0.4801099199
0.8265388436 , 0.8291622918
0.6117739256 , 0.8570944468
0.9240264974 , 0.3791674843
0.2661184516 , 0.6495611875
0.9054462416 , 0.9633110105
0.0899549830 , 0.8078981324
0.1683593376 , 0.7224789684
0.2989910501 , 0.9278761582
0.5189468082 , 0.5278748887
0.7872050825 , 0.7569181971
0.5907891223 , 0.4976166443
0.0424812767 , 0.4380967781
0.1849668780 , 0.8834311112
0.7114599432 , 0.2711797257
0.8267918889 , 0.6541074067
