# This is the header of the file
0.64172,0.96929
0.98658,0.16957
0.46015,0.57138
0.33029,0.47188
0.11550,0.13790
0.64249,0.72733
0.50439,0.23141
0.21138,0.34484
0.13614,0.29666
0.48826,0.25222
0.86129,0.22529
0.29477,0.90802
0.89130,0.05634
0.60172,0.46938
0.21617,0.95968
0.24524,0.21568
0.61966,0.47216
0.59225,0.50641
0.70813,0.38069
0.94768,0.25508
0.24612,0.07581
0.84809,0.17409
0.19423,0.61385
0.83442,0.30849
0.35296,0.11117
0.81940,0.91325
0.95617,0.76462
0.59342,0.22718
0.90208,0.21536
0.41479,0.47385
0.91609,0.67303
0.12256,0.33625
0.74147,0.76730
0.95167,0.91063
0.66153,0.49592
0.80496,0.93044
0.24687,0.84794
0.24005,0.40033
0.01496,0.15702
0.05743,0.40768
0.13109,0.42611
0.81978,0.94767
0.82665,0.53141
0.64068,0.44342
0.76151,0.83453
0.67538,0.27197
0.03288,0.76221
0.16492,0.72481
0.90671,0.70937
0.23245,0.52244
